"REVIEW_ID","ENTITY","ATTRIBUTE"
"ChZDSUhNMG9nS0VJQ0FnSUNmOHFuS1dREAE","sandwich","half"
"ChZDSUhNMG9nS0VJQ0FnSUNmM3JYRWFnEAE","product","consistent"
"ChZDSUhNMG9nS0VJQ0FnSUNmN01uMkhnEAE","girl","nice"
"ChZDSUhNMG9nS0VJQ0FnSUNmMHVheGJBEAE","inside","dark"
"ChZDSUhNMG9nS0VJQ0FnSUR2OC02X1RREAE","napkins","missing"
"ChZDSUhNMG9nS0VJQ0FnSUNmeGZuUFRBEAE","man","talking"
"ChdDSUhNMG9nS0VJQ0FnSUR2dy1hRjdnRRAB","rolls","good"
"ChdDSUhNMG9nS0VJQ0FnSUNmaXJPYnRnRRAB","service","fast"
"ChZDSUhNMG9nS0VJQ0FnSUNmNmUyc0FnEAE","food quality","fluctuates considerably"
"ChZDSUhNMG9nS0VJQ0FnSUR2OC02X1RREAE","utensils","missing"
"ChdDSUhNMG9nS0VJQ0FnSUNmMFk2ajRnRRAB","meal","disappointing"
"ChZDSUhNMG9nS0VJQ0FnSUNmaGM3bFdnEAE","location","unclean"
"ChdDSUhNMG9nS0VJQ0FnSUR2czV5LTB3RRAB","chips","tasted like burnt popcorn"
"ChdDSUhNMG9nS0VJQ0FnSUNmMXBXSXpnRRAB","Choose 2","piled together"
"ChZDSUhNMG9nS0VJQ0FnSUNmdHNPNU53EAE","service","great"
"ChdDSUhNMG9nS0VJQ0FnSUNmaXRYM3VBRRAB","food","good"
"ChZDSUhNMG9nS0VJQ0FnSUNieEwzMU5REAE","Pecanberry salad","delicious"
"ChZDSUhNMG9nS0VJQ0FnSUNmZ2RPYkdBEAE","gig workers","ignored"
"ChZDSUhNMG9nS0VJQ0FnSUNmOW9EeFpBEAE","Jhon","helpful"
"ChZDSUhNMG9nS0VJQ0FnSUNmcGZEc1VBEAE","salsa","no flavor"
"ChZDSUhNMG9nS0VJQ0FnSUNmc3RtMU53EAE","Ed","helpful"
"ChZDSUhNMG9nS0VJQ0FnSUNmeXFTalRnEAE","slop","uneditable"
"ChZDSUhNMG9nS0VJQ0FnSUNmMHNxeU13EAE","chain","happy"
"ChZDSUhNMG9nS0VJQ0FnSUR2eDlEZlh3EAE","center of the roll","diced"
"ChZDSUhNMG9nS0VJQ0FnSUNmenBTck53EAE","establishment","smile"
"ChdDSUhNMG9nS0VJQ0FnSUNmNGFpdXhRRRAB","food","overpriced"
"ChdDSUhNMG9nS0VJQ0FnSUNmM05LazZRRRAB","ice cream","give a mess"
"ChdDSUhNMG9nS0VJQ0FnSUNpeXItX3V3RRAB","restaurant","delicious"
"ChZDSUhNMG9nS0VJQ0FnSUR2MV9pNFRBEAE","Starbucks","nicer"
"ChZDSUhNMG9nS0VJQ0FnSUNmeXFqTVdBEAE","restaurant","highly recommend"
"ChZDSUhNMG9nS0VJQ0FnSUNmbkt1UVNREAE","restaurant staff","no empathy"
"ChdDSUhNMG9nS0VJQ0FnSUR2Xy1lMzhBRRAB","sandwich","more bread than anything"
"ChdDSUhNMG9nS0VJQ0FnSUNmeW9pdGpnRRAB","WATER CUP","unacceptable"
"ChdDSUhNMG9nS0VJQ0FnSUNmb2ZPTzZnRRAB","lunch","great"
"ChZDSUhNMG9nS0VJQ0FnSUNmaXFYWWZ3EAE","drinks","good"
"ChdDSUhNMG9nS0VJQ0FnSUNmaG9Memh3RRAB","location","new manager’s preference"
"ChZDSUhNMG9nS0VJQ0FnSUNmOW9EeFpBEAE","Jhon","nice"
"ChdDSUhNMG9nS0VJQ0FnSUNma2JYVHFnRRAB","customer service","great"
"ChdDSUhNMG9nS0VJQ0FnSUNmbXQ3LTdnRRAB","pretzels","Fresh"
"ChdDSUhNMG9nS0VJQ0FnSUR2eDVPemhBRRAB","meats","good"
"ChZDSUhNMG9nS0VJQ0FnSUNmekpQV0h3EAE","food","fine"
"ChZDSUhNMG9nS0VJQ0FnSUR2MV9pNFRBEAE","manager","mad"
"ChdDSUhNMG9nS0VJQ0FnSUNmMGJ2NGlRRRAB","chicken salad sandwich","rip off"
"ChZDSUhNMG9nS0VJQ0FnSUNmOXFuZFlBEAE","stop","quick"
"ChZDSUhNMG9nS0VJQ0FnSURuOXVTc0FnEAE","place","great"
"ChZDSUhNMG9nS0VJQ0FnSUNmOXBhN09REAE","wait","long"
"ChdDSUhNMG9nS0VJQ0FnSUR2ODk3djBRRRAB","chips","stale"
"ChdDSUhNMG9nS0VJQ0FnSUNmaXFLTDZRRRAB","Cinnabons","separate boxes"
"ChZDSUhNMG9nS0VJQ0FnSUNmcGNXSlNREAE","sandwich selection","nice"
"ChZDSUhNMG9nS0VJQ0FnSUNmbHJLMlZREAE","environment","laid back"
"ChdDSUhNMG9nS0VJQ0FnSUNmeFoyRXVnRRAB","food","great"
"ChZDSUhNMG9nS0VJQ0FnSUNmaXFYWWZ3EAE","food","good"
"ChdDSUhNMG9nS0VJQ0FnSUNmN0xPc3FnRRAB","experience","terrible"
"ChZDSUhNMG9nS0VJQ0FnSUNmcFp5ekNnEAE","Mark and Makaila","great"
"ChZDSUhNMG9nS0VJQ0FnSUR2djRYdkZnEAE","dip for chops","not automatically given"
"ChZDSUhNMG9nS0VJQ0FnSUNmeXItOE53EAE","husband","asked"
"ChZDSUhNMG9nS0VJQ0FnSUR2azRiaU9BEAE","bread","perfectly toasted"
"ChdDSUhNMG9nS0VJQ0FnSUNmd2FiNHlRRRAB","beverage selection","only have diet"
"ChZDSUhNMG9nS0VJQ0FnSUNmc3I3Uk93EAE","mini dogs","burnt"
"ChZDSUhNMG9nS0VJQ0FnSUNmeXFpYVlREAE","situation","frustrating"
"ChZDSUhNMG9nS0VJQ0FnSUR2NThfTldnEAE","sandwich","Bready"
"ChZDSUhNMG9nS0VJQ0FnSUNmOXZpS0JnEAE","blended coffee","expensive"
"ChdDSUhNMG9nS0VJQ0FnSUNmaEp2LWtBRRAB","steak","unimpressive"
"ChdDSUhNMG9nS0VJQ0FnSUNmek1fZThnRRAB","manager","combative"
"ChdDSUhNMG9nS0VJQ0FnSUNmb2Zhc3pnRRAB","chick fil a","less than price"
"ChZDSUhNMG9nS0VJQ0FnSUR2OC02X1RREAE","restaurant","not recommend"
"ChZDSUhNMG9nS0VJQ0FnSUR2OF9qWE9REAE","location","crowded"
"ChZDSUhNMG9nS0VJQ0FnSUNmc2ItVlN3EAE","brown paper bags","plain"
"ChZDSUhNMG9nS0VJQ0FnSUR2dThHUGRnEAE","store","late"
"ChRDSUhNMG9nS0VJQ0FnSUNmcXRGSBAB","rice and beans","more"
"ChZDSUhNMG9nS0VJQ0FnSUNmN01uMkhnEAE","day","happy"
"ChdDSUhNMG9nS0VJQ0FnSUNmNFpLbF9RRRAB","customer","upset"
"ChdDSUhNMG9nS0VJQ0FnSUNmNFpLbF9RRRAB","place","messy"
"ChZDSUhNMG9nS0VJQ0FnSUNhaXFEdlJBEAE","app","actual wait time"
"ChZDSUhNMG9nS0VJQ0FnSUNmNHBYUkt3EAE","sweet tea","average"
"ChdDSUhNMG9nS0VJQ0FnSUNmOXRfdG9nRRAB","middle pretzels","semi raw"
"ChZDSUhNMG9nS0VJQ0FnSUR2bDRLd1VnEAE","food","delicious"
"ChdDSUhNMG9nS0VJQ0FnSUNmaXQzNC13RRAB","place","great"
"ChZDSUhNMG9nS0VJQ0FnSUNmMHBlSENnEAE","food","good"
"ChZDSUhNMG9nS0VJQ0FnSUNmbWNhWGVnEAE","bathroom","not cleaned"
"ChZDSUhNMG9nS0VJQ0FnSUR2bS11eEFREAE","stuff","good"
"ChZDSUhNMG9nS0VJQ0FnSUNmenBTck53EAE","establishment","welcome"
"ChZDSUhNMG9nS0VJQ0FnSUR2MTdTeEJBEAE","restaurant","busy"
"ChZDSUhNMG9nS0VJQ0FnSUR2ajZiRmJnEAE","McAlister's","good"
"ChZDSUhNMG9nS0VJQ0FnSUR2bjR5bEhBEAE","workers","lack of professionalism"
"ChZDSUhNMG9nS0VJQ0FnSUNmOG9yaEZREAE","competition","caught up"
"ChdDSUhNMG9nS0VJQ0FnSUR2aTVPdHVBRRAB","fruits","not fresh"
"ChZDSUhNMG9nS0VJQ0FnSUNmeXEyWUpREAE","service","slow"
"ChZDSUhNMG9nS0VJQ0FnSUNmcXF5Nll3EAE","Moe's","small portions"
"ChdDSUhNMG9nS0VJQ0FnSUR2ajQ2UzFRRRAB","service","too bad, so sad"
"ChZDSUhNMG9nS0VJQ0FnSUNmNGIzLUFnEAE","cashier","blond hair"
"ChdDSUhNMG9nS0VJQ0FnSUNmbk1XVGdRRRAB","service","very good"
"ChdDSUhNMG9nS0VJQ0FnSUNmLWViRjFnRRAB","General Manager","unprofessional"
"ChdDSUhNMG9nS0VJQ0FnSUNmMmFfal93RRAB","idea","terrible"
"ChdDSUhNMG9nS0VJQ0FnSUNmeWFDU3NnRRAB","smoothie","perfect"
"ChdDSUhNMG9nS0VJQ0FnSUR2NDZXQzJBRRAB","staff","attitude"
"ChdDSUhNMG9nS0VJQ0FnSUNmcHZXUWl3RRAB","experience","no problems"
"ChZDSUhNMG9nS0VJQ0FnSUNmM3JYRWFnEAE","au jus","condensed and flavorful"
"ChZDSUhNMG9nS0VJQ0FnSUNmMXQtZEdREAE","order","lost"
"ChdDSUhNMG9nS0VJQ0FnSUNmdHM2dWlRRRAB","restaurant","quiet"
"ChdDSUhNMG9nS0VJQ0FnSUNmeWFDU3NnRRAB","smoothies","lighter"
"ChZDSUhNMG9nS0VJQ0FnSUNmNXM2TEh3EAE","deli","pricey"
"ChdDSUhNMG9nS0VJQ0FnSUR2aS1UX2p3RRAB","service","slow"
"ChZDSUhNMG9nS0VJQ0FnSUNmN09YYUxnEAE","price","total rip off"
"ChZDSUhNMG9nS0VJQ0FnSUNmeXItOE53EAE","female staff","young"
"ChdDSUhNMG9nS0VJQ0FnSUNmdWVtRzdRRRAB","king club","massive"
"ChZDSUhNMG9nS0VJQ0FnSUR2blpxVEh3EAE","service","excellent"
"ChZDSUhNMG9nS0VJQ0FnSUNaNzlyd0x3EAE","queso","best"
"ChZDSUhNMG9nS0VJQ0FnSUNma29YQVB3EAE","restaurant","cheap"
"ChdDSUhNMG9nS0VJQ0FnSUNVNE42QmtBRRAB","chips","not fresh"
"ChdDSUhNMG9nS0VJQ0FnSUNmLVk3WWl3RRAB","tables","clean"
"ChdDSUhNMG9nS0VJQ0FnSUNmek1fZThnRRAB","Auntie Anne's","crazy"
"ChZDSUhNMG9nS0VJQ0FnSUNmM1BlUVNnEAE","experience","wonderful"
"ChdDSUhNMG9nS0VJQ0FnSUR2cDVLeW93RRAB","food","bland"
"ChZDSUhNMG9nS0VJQ0FnSUNmMHBPSFFREAE","prices","reasonable"
"ChZDSUhNMG9nS0VJQ0FnSUNmMGNYSFBREAE","restaurant","open"
"ChZDSUhNMG9nS0VJQ0FnSUNmam9La0VnEAE","pretzels","amazing"
"ChZDSUhNMG9nS0VJQ0FnSUNmOXJTOVZBEAE","service","swiftly"
"ChdDSUhNMG9nS0VJQ0FnSUNmcGV6QXpRRRAB","service","efficient"
"ChZDSUhNMG9nS0VJQ0FnSUR2Z3Jqc1dnEAE","chips","enough"
"ChZDSUhNMG9nS0VJQ0FnSUNmdk5EVWFnEAE","experience","risky"
"ChdDSUhNMG9nS0VJQ0FnSUNmak1lZzd3RRAB","customer service","unacceptable"
"ChZDSUhNMG9nS0VJQ0FnSUR2bDRLd1VnEAE","service","excellent"
"ChdDSUhNMG9nS0VJQ0FnSUNmOXRfdG9nRRAB","pretzels","terrible"
"ChdDSUhNMG9nS0VJQ0FnSUNmN0tXdjNRRRAB","prices","good"
"ChdDSUhNMG9nS0VJQ0FnSUNmOXAzNXBBRRAB","meal","poor"
"ChdDSUhNMG9nS0VJQ0FnSUNmc2ZHLW13RRAB","staff","attentive"
"ChdDSUhNMG9nS0VJQ0FnSUNmZ1ktRWpnRRAB","manager","rude"
"ChdDSUhNMG9nS0VJQ0FnSUR2ODg3cHVBRRAB","dinner","missing"
"ChdDSUhNMG9nS0VJQ0FnSUNmaFlMOXF3RRAB","customer service","superior"
"ChZDSUhNMG9nS0VJQ0FnSUNmMHVheGJBEAE","people","rude"
"ChZDSUhNMG9nS0VJQ0FnSUR2dzRYRGF3EAE","food","expensive"
"ChdDSUhNMG9nS0VJQ0FnSUR2NDVmOHpnRRAB","attitude","worse"
"ChdDSUhNMG9nS0VJQ0FnSUNmdWVtRzdRRRAB","service","fast"
"ChZDSUhNMG9nS0VJQ0FnSUNmeFlpVEl3EAE","customer","sick"
"ChZDSUhNMG9nS0VJQ0FnSUNmakxfd1dnEAE","service","great"
"ChZDSUhNMG9nS0VJQ0FnSUR2dThHUGRnEAE","food","not enough"
"ChdDSUhNMG9nS0VJQ0FnSUNmcnBYMV9RRRAB","service","friendly"
"ChZDSUhNMG9nS0VJQ0FnSUR2djZ6YUx3EAE","smoothies","good"
"ChZDSUhNMG9nS0VJQ0FnSUR2cDdqdVR3EAE","price","a little high"
"ChdDSUhNMG9nS0VJQ0FnSUNmaFl6MTJnRRAB","atmosphere","amazing"
"ChZDSUhNMG9nS0VJQ0FnSUNmeXVtSUdnEAE","service","good"
"ChZDSUhNMG9nS0VJQ0FnSUNmakllQ1dnEAE","service","warm"
"ChdDSUhNMG9nS0VJQ0FnSUNmbG9tazV3RRAB","place","great"
"ChdDSUhNMG9nS0VJQ0FnSUNmeXVpXzNnRRAB","wrap","soggy"
"ChZDSUhNMG9nS0VJQ0FnSUNHLXUtVlZ3EAE","Moe's","love"
"ChdDSUhNMG9nS0VJQ0FnSUR5bXYzSzZ3RRAB","service","amazing"
"ChZDSUhNMG9nS0VJQ0FnSUNmektTaEFnEAE","cabinets","broken"
"ChdDSUhNMG9nS0VJQ0FnSUNmcFliM2hRRRAB","team","super polite"
"ChZDSUhNMG9nS0VJQ0FnSUNmLWVQZkZREAE","John","amazing"
"ChZDSUhNMG9nS0VJQ0FnSUNmanZ6ZFpBEAE","customer service","awesome"
"ChZDSUhNMG9nS0VJQ0FnSUR2ODUtZUFREAE","restaurant","slammed"
"ChdDSUhNMG9nS0VJQ0FnSUNmbnU2cHV3RRAB","food","nice"
"ChdDSUhNMG9nS0VJQ0FnSUNmNGZyeXZnRRAB","employee","louder"
"ChZDSUhNMG9nS0VJQ0FnSUR2MV9pNFRBEAE","manager","busy"
"ChdDSUhNMG9nS0VJQ0FnSUNmLVplQ2x3RRAB","veggie pizza","clean"
"ChZDSUhNMG9nS0VJQ0FnSUNmbWNhWGVnEAE","sink","gross"
"ChZDSUhNMG9nS0VJQ0FnSUNmeFlIVmZ3EAE","service","friendly"
"ChdDSUhNMG9nS0VJQ0FnSUNmOXZXdG13RRAB","chips","stale"
"ChZDSUhNMG9nS0VJQ0FnSUR2bC1yall3EAE","food","not impressed"
"ChdDSUhNMG9nS0VJQ0FnSUNmaEp2LWtBRRAB","place","dirty"
"ChdDSUhNMG9nS0VJQ0FnSUR2ODR1Tnl3RRAB","server","poor customer service"
"ChZDSUhNMG9nS0VJQ0FnSUNmdXNhMGN3EAE","cashier","lovely"
"ChZDSUhNMG9nS0VJQ0FnSUR2czl5WGZnEAE","service","great"
"ChdDSUhNMG9nS0VJQ0FnSUNmNWZXVnFnRRAB","family","food poisoning"
"ChdDSUhNMG9nS0VJQ0FnSUNmcGV6QXpRRRAB","line","long"
"ChZDSUhNMG9nS0VJQ0FnSUR2eV9EaFhREAE","cinnabon rolls","lack of cinnamon"
"ChdDSUhNMG9nS0VJQ0FnSUR2aTg3TzFnRRAB","lunch","great"
"ChZDSUhNMG9nS0VJQ0FnSUR2eV9EaFhREAE","cinnabon rolls","terrible"
"ChdDSUhNMG9nS0VJQ0FnSUNmek5EeW1RRRAB","burrito","improperly rolled"
"ChdDSUhNMG9nS0VJQ0FnSUNma2JXejdBRRAB","staff","friendly"
"ChZDSUhNMG9nS0VJQ0FnSUR2azRiaU9BEAE","counter staff","warmly greeted"
"ChdDSUhNMG9nS0VJQ0FnSUNmcW9ya3dRRRAB","McAlisters","good"
"ChdDSUhNMG9nS0VJQ0FnSUNmanVmcjRBRRAB","manager's behavior","unacceptable"
"ChZDSUhNMG9nS0VJQ0FnSUR2czlxaU5nEAE","everything","perfect"
"ChZDSUhNMG9nS0VJQ0FnSUNmOHBLcEd3EAE","experience","rude"
"ChdDSUhNMG9nS0VJQ0FnSUNmNnBDWmpBRRAB","food","fresh"
"ChZDSUhNMG9nS0VJQ0FnSUNmcHJhMk5BEAE","seating","ehh"
"ChZDSUhNMG9nS0VJQ0FnSUR2czhDeEp3EAE","place","favorite"
"ChZDSUhNMG9nS0VJQ0FnSUNma2VDUFpnEAE","food","great"
"ChdDSUhNMG9nS0VJQ0FnSUNmc2JMOTdnRRAB","place","good"
"ChZDSUhNMG9nS0VJQ0FnSUNmbVlueGNnEAE","atmosphere","unpleasant"
"ChdDSUhNMG9nS0VJQ0FnSUNmNW8zQ2lnRRAB","burrito","no flavor"
"ChZDSUhNMG9nS0VJQ0FnSUNmMXZ2aE93EAE","staff","friendly"
"ChZDSUhNMG9nS0VJQ0FnSUR2cDVhbFNnEAE","Kole's customer service","above and beyond"
"ChZDSUhNMG9nS0VJQ0FnSUNma1pmS2VREAE","service","incompetent"
"ChdDSUhNMG9nS0VJQ0FnSUNmLVk3WWl3RRAB","parking","easier"
"ChdDSUhNMG9nS0VJQ0FnSUNmMFktbTd3RRAB","smoothie","great"
"ChdDSUhNMG9nS0VJQ0FnSUNmMGVhVDVnRRAB","girl that served me","rude"
"ChZDSUhNMG9nS0VJQ0FnSUR2NThiVlpBEAE","staff","incredible"
"ChZDSUhNMG9nS0VJQ0FnSUNmeXB5SEFREAE","woman","yelling"
"ChZDSUhNMG9nS0VJQ0FnSUNmMXIzZWZBEAE","restaurant","favorites"
"ChdDSUhNMG9nS0VJQ0FnSUR2cDVLeW93RRAB","welcome to moes","fine"
"ChdDSUhNMG9nS0VJQ0FnSUNmdWVtRzdRRRAB","cheesecake","tasty"
"ChZDSUhNMG9nS0VJQ0FnSUNmLVlIOFRBEAE","mcallisters","ridiculous"
"ChZDSUhNMG9nS0VJQ0FnSUR2bmF5LUVBEAE","staff","friendly"
"ChZDSUhNMG9nS0VJQ0FnSUNma2V2Sk9BEAE","acai bowls","not halfway"
"ChdDSUhNMG9nS0VJQ0FnSUR2aTg2eDB3RRAB","food","great"
"ChZDSUhNMG9nS0VJQ0FnSUNmNGJTdWVnEAE","service","great"
"ChdDSUhNMG9nS0VJQ0FnSUNmeXB1S3lRRRAB","everything","not fresh"
"ChZDSUhNMG9nS0VJQ0FnSUR2ODllMlJBEAE","us","ignoring"
"ChdDSUhNMG9nS0VJQ0FnSUNmaGVESHNnRRAB","service","friendly"
"ChZDSUhNMG9nS0VJQ0FnSUNmenFtNER3EAE","order","not sealed"
"ChZDSUhNMG9nS0VJQ0FnSURobWVXaUpBEAE","service","outstanding"
"ChZDSUhNMG9nS0VJQ0FnSUNmeGZTdERBEAE","rice","plain"
"ChZDSUhNMG9nS0VJQ0FnSUNmb2EyRFN3EAE","means to keep up with production","severely lacking"
"ChdDSUhNMG9nS0VJQ0FnSUNmdHM2dWlRRRAB","front staff","helpful"
"ChdDSUhNMG9nS0VJQ0FnSUNmc2Rpdnp3RRAB","atmosphere","amazing"
"ChZDSUhNMG9nS0VJQ0FnSUR2djZ6YUx3EAE","atmosphere","quiet"
"ChdDSUhNMG9nS0VJQ0FnSUR2ODV5RHh3RRAB","customer","irritated"
"ChZDSUhNMG9nS0VJQ0FnSUR2bTdXZkx3EAE","wait time","long wait"
"ChZDSUhNMG9nS0VJQ0FnSUNmeGRpUkh3EAE","cinnamon bun","cold"
"ChZDSUhNMG9nS0VJQ0FnSURxOGNHaVZnEAE","staff","competent"
"ChdDSUhNMG9nS0VJQ0FnSUNmNGZyeXZnRRAB","employee","no greeting"
"ChZDSUhNMG9nS0VJQ0FnSUNmOWVhQU5BEAE","sandwich","expensive"
"ChdDSUhNMG9nS0VJQ0FnSUNmOHI2ZDZnRRAB","bread","not as great"
"ChZDSUhNMG9nS0VJQ0FnSURlbWVQeVVnEAE","sandwich","best"
"ChdDSUhNMG9nS0VJQ0FnSUNmeW9pdGpnRRAB","service","not worth"
"ChZDSUhNMG9nS0VJQ0FnSUNmM0p5bklBEAE","stop","worth"
"ChZDSUhNMG9nS0VJQ0FnSUR2MTVXbFJnEAE","food","fresh"
"ChZDSUhNMG9nS0VJQ0FnSUNmMG9ySFF3EAE","smoothies","delicious"
"ChZDSUhNMG9nS0VJQ0FnSUR2azV2RVJREAE","spending $25","frustrating"
"ChZDSUhNMG9nS0VJQ0FnSUR2N2RTb1lREAE","customer experience","disappointed"
"ChdDSUhNMG9nS0VJQ0FnSUNmN0xfOG9nRRAB","restaurant","not too crowded"
"ChZDSUhNMG9nS0VJQ0FnSUM2b2RuVGNnEAE","burrito","as asked"
"ChdDSUhNMG9nS0VJQ0FnSUR2OTdMRm9nRRAB","","amazing"
"ChZDSUhNMG9nS0VJQ0FnSUNmZ2FqUFd3EAE","tables","clean"
"ChdDSUhNMG9nS0VJQ0FnSUNmaXVEWDl3RRAB","rice","bland"
"ChZDSUhNMG9nS0VJQ0FnSUR2NDRuVEZREAE","store","gross"
"ChdDSUhNMG9nS0VJQ0FnSUNmeGV5NzB3RRAB","AÇAÍ BOWL","long wait"
"ChZDSUhNMG9nS0VJQ0FnSUNmcGZEc1VBEAE","rice","hard"
"ChdDSUhNMG9nS0VJQ0FnSUNmeGFDWW9nRRAB","restaurant","out of business"
"ChZDSUhNMG9nS0VJQ0FnSUNmeXFTalRnEAE","rice","hard"
"ChZDSUhNMG9nS0VJQ0FnSUR2N2RTb1lREAE","place","best"
"ChdDSUhNMG9nS0VJQ0FnSUR2NDVmOHpnRRAB","food","awful"
"ChdDSUhNMG9nS0VJQ0FnSUNmam9DQXlBRRAB","pretzel dogs","inedible"
"ChZDSUhNMG9nS0VJQ0FnSUR2NDRDdFpnEAE","visit duration","past 2 years"
"ChZDSUhNMG9nS0VJQ0FnSUNma2F1Mkt3EAE","store","welcomed"
"ChZDSUhNMG9nS0VJQ0FnSUNmbFl6VEx3EAE","New Yorker","go to"
"ChZDSUhNMG9nS0VJQ0FnSUR2azRiaU9BEAE","service","quick"
"ChdDSUhNMG9nS0VJQ0FnSUR2NTh1UmpnRRAB","music","loud"
"ChZDSUhNMG9nS0VJQ0FnSUR2X19ycVdBEAE","honewrecker","the bomb"
"ChdDSUhNMG9nS0VJQ0FnSURydTk3dnNRRRAB","queso and chips","amazing"
"ChZDSUhNMG9nS0VJQ0FnSUR2bjZMa1FnEAE","explanation from cashier","annoying"
"ChZDSUhNMG9nS0VJQ0FnSUR2bTdhREJnEAE","Jamba Juice","worst"
"ChdDSUhNMG9nS0VJQ0FnSUNmc3VLNzZnRRAB","ice cream","hardly any"
"ChZDSUhNMG9nS0VJQ0FnSUNmeklfWVVREAE","food","fantastic"
"ChdDSUhNMG9nS0VJQ0FnSUNmbG9tazV3RRAB","channels","multiple"
"ChZDSUhNMG9nS0VJQ0FnSUNmNXVQS1VBEAE","peanut butter mood lite peanut butter","good"
"ChZDSUhNMG9nS0VJQ0FnSUR2cF9HUkx3EAE","place","good"
"ChZDSUhNMG9nS0VJQ0FnSUR2NS1IQUF3EAE","table","limited seating"
"ChZDSUhNMG9nS0VJQ0FnSUNmbGV5SFFBEAE","staff","friendly"
"ChdDSUhNMG9nS0VJQ0FnSUNmNGNYMXN3RRAB","Reuben imposter","disappointing"
"ChdDSUhNMG9nS0VJQ0FnSUNzOXVEa3JRRRAB","food","fresh"
"ChZDSUhNMG9nS0VJQ0FnSUNmeklfWVVREAE","staff","friendly"
"ChZDSUhNMG9nS0VJQ0FnSUNvaGFlNFNnEAE","experience","good"
"ChdDSUhNMG9nS0VJQ0FnSUR2ZzQ2dHVnRRAB","people","stigy"
"ChZDSUhNMG9nS0VJQ0FnSUR2ODRLeFF3EAE","restaurant","potentially dangerous"
"ChZDSUhNMG9nS0VJQ0FnSUNma2NIcWNnEAE","food","tasteless"
"ChdDSUhNMG9nS0VJQ0FnSUNmaXFxa3dBRRAB","experience","good"
"ChZDSUhNMG9nS0VJQ0FnSUNYbFBuSkd3EAE","bowl","perfect"
"ChZDSUhNMG9nS0VJQ0FnSUR2cC1MYkh3EAE","food","expensive"
"ChZDSUhNMG9nS0VJQ0FnSUR2cDVhbFNnEAE","meal","delicious"
"ChdDSUhNMG9nS0VJQ0FnSUNmMmNMNzBRRRAB","location","sad"
"ChdDSUhNMG9nS0VJQ0FnSUNmb2NDaTBBRRAB","store","clean"
"ChZDSUhNMG9nS0VJQ0FnSUNmanBhY0F3EAE","Tex Mex","best"
"ChZDSUhNMG9nS0VJQ0FnSUNmNnRmS2VREAE","place","fun"
"ChZDSUhNMG9nS0VJQ0FnSUR2NS1IQUF3EAE","service experience","positive"
"ChdDSUhNMG9nS0VJQ0FnSUR2aS1UX2p3RRAB","lines","long"
"ChdDSUhNMG9nS0VJQ0FnSUNmMW9TZjBnRRAB","food","local"
"ChZDSUhNMG9nS0VJQ0FnSUNmanFidVVREAE","cinnamon rolls","stale"
"ChdDSUhNMG9nS0VJQ0FnSUNmLWViRjFnRRAB","General Manager","terrible"
"ChZDSUhNMG9nS0VJQ0FnSURlcnZxTVZnEAE","meal","just right"
"ChdDSUhNMG9nS0VJQ0FnSUNmd2E2ajFRRRAB","girl up front","incredibly sweet"
"ChdDSUhNMG9nS0VJQ0FnSUNmOXJQdm1nRRAB","food","crappy"
"ChZDSUhNMG9nS0VJQ0FnSUNmcGNiRGFBEAE","","best"
"ChZDSUhNMG9nS0VJQ0FnSUNmc2ItVlN3EAE","styrofoam cup","white"
"ChZDSUhNMG9nS0VJQ0FnSUNmM0p2MkR3EAE","guy working till and serving","unhappy"
"ChdDSUhNMG9nS0VJQ0FnSUNmcXN2ZDNRRRAB","chicken","different"
"ChZDSUhNMG9nS0VJQ0FnSUNmOXNEQVdREAE","food","dry"
"ChZDSUhNMG9nS0VJQ0FnSUR2NDV1UmNREAE","food","delicious"
"ChZDSUhNMG9nS0VJQ0FnSUNmOXZyb2VREAE","wrap","no ham"
"ChZDSUhNMG9nS0VJQ0FnSUNmZ2RQakh3EAE","dining area","inviting"
"ChdDSUhNMG9nS0VJQ0FnSUR2cmFIUHhnRRAB","inside","little to nothing"
"ChdDSUhNMG9nS0VJQ0FnSUNmMFktbTd3RRAB","people","nice"
"ChdDSUhNMG9nS0VJQ0FnSUR2M2V6cmpnRRAB","staff","stressed"
"ChdDSUhNMG9nS0VJQ0FnSUNmeGN6LWtRRRAB","people","kind"
"ChdDSUhNMG9nS0VJQ0FnSUNmaGVESHNnRRAB","sandwich","delicious"
"ChdDSUhNMG9nS0VJQ0FnSUNmdnFtZzhnRRAB","equipment","old"
"ChdDSUhNMG9nS0VJQ0FnSUNmcXN2ZDNRRRAB","lunch place","quick"
"ChdDSUhNMG9nS0VJQ0FnSUNmOXAzNXBBRRAB","bread","not fresh"
"ChZDSUhNMG9nS0VJQ0FnSUR2OF9qWE9REAE","fast food joint","fast"
"ChdDSUhNMG9nS0VJQ0FnSUNmd2R1bTdRRRAB","space","clean"
"ChZDSUhNMG9nS0VJQ0FnSUR2MTlEV0lREAE","service","excellent"
"ChdDSUhNMG9nS0VJQ0FnSUNmNXFISnRRRRAB","savanna salad","worst"
"ChdDSUhNMG9nS0VJQ0FnSUNmMFktbTd3RRAB","service","great"
"ChdDSUhNMG9nS0VJQ0FnSUNmNHJlTWxnRRAB","food","good"
"ChdDSUhNMG9nS0VJQ0FnSUNmaXUzbTFBRRAB","quality control","unacceptable"
"ChZDSUhNMG9nS0VJQ0FnSUNKbzhYU1R3EAE","employees","personable"
